img_url,input
https://mass.alipay.com/medaicore/afts/img/XhBsT5fvZ7kAAAAAgCAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=BsUGYyt40GZ1p85bCbUUULIUTdQoL612wuGdHIxvhJ4DAAAAZAAA52Jpivbk,"{
  ""result"": ""准确"",
  ""reason"": ""图像清晰显示为剥开的橘子果肉，无误识别关键营养项。"",
  ""real_food_list"": [
    ""橘子""
  ],
  ""bh_output"": [""橘子""]
}"
https://mass.alipay.com/medaicore/afts/img/MEi3SZ7F5e0AAAAAgCAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=FpXUqghxDPldbBaX6lpkJR-kuYwOZkN2vCLJscEsWUEDAAAAZAAA52Jpivbl,"{
  ""result"": ""准确"",
  ""reason"": ""图像为折叠的煎饼，无其他食材或酱料，识别为“煎饼”符合视觉与营养分析要求。"",
  ""real_food_list"": [
    ""煎饼""
  ],
  ""bh_output"": [""煎饼""]
}"
https://mass.alipay.com/medaicore/afts/img/rUjEQoxIVdsAAAAAgCAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=J3FpHgrRMLj2BZd8Dak_lxwloL7tYxqp_Utjga5YoTQDAAAAZAAA52Jpivbm,"{
  ""result"": ""准确"",
  ""reason"": ""图像清晰显示单个完整苹果，无误识别风险，符合生重可食部标注规范。"",
  ""real_food_list"": [
    ""苹果""
  ],
  ""bh_output"": [""苹果""]
}"
https://mass.alipay.com/medaicore/afts/img/IuEnRY0EImMAAAAAgBAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=timYik5yXuSIYVVSxfwIdYkCwbxu15cOtzQxqTQs_osDAAAAZAAA52Jpivbn,"{
  ""result"": ""准确"",
  ""reason"": ""图像中分格餐盘内食物清晰可辨，炒土豆条与炒青菜均符合视觉特征，无主食或高热量食材误判。"",
  ""real_food_list"": [
    ""炒土豆条"",
    ""炒青菜""
  ],
  ""bh_output"": [""炒土豆条"", ""炒青菜""]
}"
https://mass.alipay.com/medaicore/afts/img/DDqaTJCApZYAAAAAgDAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=6DBbfxzMBAWs_4doxCUW3N4PBzkjtKD2VoO86CXCHygDAAAAZAAA52Jpivbt,"{
  ""result"": ""不准确"",
  ""reason"": ""没有识别出食物的口味"",
  ""real_food_list"": [
    ""米多奇 烤香馍片香烤原味""
  ],
  ""bh_output"": [""米多奇烤香馍片""]
}"
https://mass.alipay.com/medaicore/afts/img/aURHSoTX9yAAAAAAZVAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=-X9_gZ2QFaxyuAFN3yEogoNJiIVFHD3HlGPhLF_bNkYDAAAAZAAA52Jpivbq,"{
  ""result"": ""准确"",
  ""reason"": ""鱼油软胶囊属膳食补充剂非日常食物"",
  ""real_food_list"": [
    ""鱼油软胶囊""
  ],
  ""bh_output"": [
    ""鱼油软胶囊""
  ]
}"
https://mass.alipay.com/medaicore/afts/img/r60ISbNi4FMAAAAAgBAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=D8jM-p12mv99y-FtSJlH_sIW_Da3epZE1cX2J-A0cwsDAAAAZAAA52Jpivbr,"{
  ""result"": ""准确"",
  ""reason"": ""包装清晰显示“榛子味威化饼干”，名称与图像完全匹配，无营养关键项误判。"",
  ""real_food_list"": [
    ""榛子味威化饼干""
  ],
  ""bh_output"": [""榛子味威化饼干""]
}"
https://mass.alipay.com/medaicore/afts/img/_CuXRbfdZ58AAAAAgBAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=YPzjL8CqJrQzQ9Sm3eqnej_NZ1ieeM44AHdWxju5NQYDAAAAZAAA52JpivwD,"{
  ""result"": ""准确"",
  ""reason"": ""识别准确"",
  ""real_food_list"": [
    ""红太阳烤酱 原味""
  ],
  ""bh_output"": [""红太阳烤酱原味""]
}"
https://mass.alipay.com/medaicore/afts/img/25ARTrjPCaEAAAAAZKAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=mRgYFGEKhYj8DJ2eaSik1AUhpb1dfZltf_XnmcG4HQADAAAAZAAA52JpivwE,"{
  ""result"": ""准确"",
  ""reason"": ""图像清晰显示为切块黄椒，无主食、主菜或高热量食材误判风险。"",
  ""real_food_list"": [
    ""黄椒""
  ],
  ""bh_output"": [""黄椒""]
}"
https://mass.alipay.com/medaicore/afts/img/3X-rSp3e4EgAAAAAgDAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=lCqtSxzazQ6_kJHWUNYuU20oB7YEhVsTw-bk6ZHrHBADAAAAZAAA52Jpivbu,"{
  ""result"": ""准确"",
  ""reason"": ""主食米饭、主菜菠菜与花椰菜均正确识别，烹饪方式为炒，无高热量误判项。"",
  ""real_food_list"": [
    ""白米饭"",
    ""炒菠菜"",
    ""炒花椰菜""
  ],
  ""bh_output"": [
    ""白米饭"",
    ""炒菠菜"",
    ""炒花椰菜""
  ]
}"
